proteinId	annotation	name
Neocon1|788622	GH3	Glycoside Hydrolase Family 3
Neocon1|788625	GH3	Glycoside Hydrolase Family 3
Neocon1|788703	DOC2	
Neocon1|788703	DOC2	
Neocon1|788703	DOC2	
Neocon1|788721	DOC2	
Neocon1|788721	DOC2	
Neocon1|788721	CBM29	Carbohydrate-Binding Module Family 29
Neocon1|788721	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|788721	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|788734	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|788734	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|788734	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|788734	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|788741	GH1	Glycoside Hydrolase Family 1
Neocon1|788784	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|788784	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|788784	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|788795	DOC2	
Neocon1|788795	DOC2	
Neocon1|788816	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|788816	PL1	Polysaccharide Lyase Family 1
Neocon1|788817	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|788817	PL1	Polysaccharide Lyase Family 1
Neocon1|788820	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|788820	PL1	Polysaccharide Lyase Family 1
Neocon1|789055	DOC2	
Neocon1|789055	DOC2	
Neocon1|789055	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|789231	GH3	Glycoside Hydrolase Family 3
Neocon1|789240	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|789240	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|789240	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|789240	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|789281	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|789281	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|789281	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|789281	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|789281	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|789281	CE4	Carbohydrate Esterase Family 4
Neocon1|789365	DOC2	
Neocon1|789365	DOC2	
Neocon1|789492	DOC2	
Neocon1|789492	GH11	Glycoside Hydrolase Family 11
Neocon1|789492	GH11	Glycoside Hydrolase Family 11
Neocon1|789492	DOC2	
Neocon1|789492	DOC2	
Neocon1|789672	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|789672	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|789672	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|789704	GH1	Glycoside Hydrolase Family 1
Neocon1|789774	DOC2	
Neocon1|789774	DOC2	
Neocon1|789814	GH11	Glycoside Hydrolase Family 11
Neocon1|789879	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|789879	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|789879	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|789879	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|789879	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|789879	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|789879	CE4	Carbohydrate Esterase Family 4
Neocon1|789915	CE18	Carbohydrate Esterase Family 18
Neocon1|789915	CBM87	Carbohydrate-Binding Module Family 87
Neocon1|789954	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790532	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790532	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790532	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790659	DOC2	
Neocon1|790659	DOC2	
Neocon1|790706	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790769	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790769	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790769	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790769	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|790769	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|790782	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790782	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790782	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790803	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790803	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790803	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790803	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790803	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790803	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790803	CE4	Carbohydrate Esterase Family 4
Neocon1|790803	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790803	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790805	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790805	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790805	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790882	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790882	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|790882	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|791041	CE4	Carbohydrate Esterase Family 4
Neocon1|791063	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|791063	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|791063	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|791083	DOC2	
Neocon1|791083	DOC2	
Neocon1|791766	CBM29	Carbohydrate-Binding Module Family 29
Neocon1|791766	GH10	Glycoside Hydrolase Family 10
Neocon1|791968	GT2	GlycosylTransferase Family 2
Neocon1|791969	GT2	GlycosylTransferase Family 2
Neocon1|791986	GT2	GlycosylTransferase Family 2
Neocon1|792010	GH73	Glycoside Hydrolase Family 73
Neocon1|792238	GT34	GlycosylTransferase Family 34
Neocon1|792240	GT2	GlycosylTransferase Family 2
Neocon1|792279	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|792787	PL4_dist	Polysaccharide Lyase Family 4
Neocon1|792988	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|792997	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|792997	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|792997	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|792997	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|792997	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|793065	GH47	Glycoside Hydrolase Family 47
Neocon1|794341	GH10	Glycoside Hydrolase Family 10
Neocon1|794550	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|794604	GH11	Glycoside Hydrolase Family 11
Neocon1|795595	GT20	GlycosylTransferase Family 20
Neocon1|795613	GT8	GlycosylTransferase Family 8
Neocon1|796965	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|796965	GH10	Glycoside Hydrolase Family 10
Neocon1|797327	GH47	Glycoside Hydrolase Family 47
Neocon1|798258	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|798258	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|798588	GT2	GlycosylTransferase Family 2
Neocon1|798874	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|798874	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|799498	CE18	Carbohydrate Esterase Family 18
Neocon1|799498	CBM87	Carbohydrate-Binding Module Family 87
Neocon1|799498	DOC2	
Neocon1|799498	DOC2	
Neocon1|799960	GH5_7	Glycoside Hydrolase Family 5 / Subf 7
Neocon1|800017	GT2	GlycosylTransferase Family 2
Neocon1|800816	DOC2	
Neocon1|800816	DOC2	
Neocon1|801730	CE8	Carbohydrate Esterase Family 8
Neocon1|802112	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|802866	GT20	GlycosylTransferase Family 20
Neocon1|803807	GT35	GlycosylTransferase Family 35
Neocon1|804168	DOC2	
Neocon1|804168	DOC2	
Neocon1|804508	GH16	Glycoside Hydrolase Family 16
Neocon1|804770	PL4_dist	Polysaccharide Lyase Family 4
Neocon1|804781	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|804781	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|804781	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|805043	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|805043	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|805352	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|806124	GH45	Glycoside Hydrolase Family 45
Neocon1|806124	DOC2	
Neocon1|806124	DOC2	
Neocon1|806124	DOC2	
Neocon1|806125	GH18	Glycoside Hydrolase Family 18
Neocon1|806182	CE4	Carbohydrate Esterase Family 4
Neocon1|806225	GH18	Glycoside Hydrolase Family 18
Neocon1|806715	DOC2	
Neocon1|806715	DOC2	
Neocon1|806715	GH45	Glycoside Hydrolase Family 45
Neocon1|806715	DOC2	
Neocon1|806715	CBM10	Carbohydrate-Binding Module Family 10
Neocon1|806839	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|806839	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|806998	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|806998	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|807323	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|807323	GH6	Glycoside Hydrolase Family 6
Neocon1|807519	DOC2	
Neocon1|807519	DOC2	
Neocon1|807530	GH26	Glycoside Hydrolase Family 26
Neocon1|807613	GT34	GlycosylTransferase Family 34
Neocon1|807643	CE8	Carbohydrate Esterase Family 8
Neocon1|807693	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|807751	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|807755	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|807757	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|807758	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|807834	DOC2	
Neocon1|807834	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|807842	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|807842	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|807842	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|807842	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|808149	CBM87	Carbohydrate-Binding Module Family 87
Neocon1|808246	GT20	GlycosylTransferase Family 20
Neocon1|808270	GT3	GlycosylTransferase Family 3
Neocon1|808341	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|808341	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|808353	GT2	GlycosylTransferase Family 2
Neocon1|808407	GH11	Glycoside Hydrolase Family 11
Neocon1|808407	GH11	Glycoside Hydrolase Family 11
Neocon1|808407	GH11	Glycoside Hydrolase Family 11
Neocon1|808407	CE4	Carbohydrate Esterase Family 4
Neocon1|808447	DOC2	
Neocon1|808447	DOC2	
Neocon1|808447	EXPN	Distantly related to plant expansins
Neocon1|808447	DOC2	
Neocon1|808652	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|808652	GH11	Glycoside Hydrolase Family 11
Neocon1|808692	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|808693	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|808907	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|808907	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|808962	Myosin_motor	Glycosyltransferase Family 2
Neocon1|808962	GT2	GlycosylTransferase Family 2
Neocon1|809108	GT8	GlycosylTransferase Family 8
Neocon1|809358	CBM48	Carbohydrate-Binding Module Family 48
Neocon1|809523	GH39	Glycoside Hydrolase Family 39
Neocon1|809523	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|809524	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|809524	PL1	Polysaccharide Lyase Family 1
Neocon1|809524	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|809524	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|809537	GT17	GlycosylTransferase Family 17
Neocon1|809655	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|809708	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|809708	GH18	Glycoside Hydrolase Family 18
Neocon1|809746	GH39	Glycoside Hydrolase Family 39
Neocon1|809746	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|809746	DOC2	
Neocon1|809929	GH26	Glycoside Hydrolase Family 26
Neocon1|809929	CBM35	Carbohydrate-Binding Module Family 35
Neocon1|809929	DOC2	
Neocon1|809929	DOC2	
Neocon1|810089	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|810213	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|810251	GH28	Glycoside Hydrolase Family 28
Neocon1|810836	CBM6	Carbohydrate-Binding Module Family 6
Neocon1|810836	GH43	Glycoside Hydrolase Family 43
Neocon1|810836	DOC2	
Neocon1|810895	GH20	Glycoside Hydrolase Family 20
Neocon1|811286	DOC2	
Neocon1|811286	DOC2	
Neocon1|811480	GH3	Glycoside Hydrolase Family 3
Neocon1|811487	CE4	Carbohydrate Esterase Family 4
Neocon1|811489	GH3	Glycoside Hydrolase Family 3
Neocon1|811499	GH16	Glycoside Hydrolase Family 16
Neocon1|811499	CBM52	Carbohydrate-Binding Module Family 52
Neocon1|811499	CBM52	Carbohydrate-Binding Module Family 52
Neocon1|811797	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|811797	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|811797	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|811797	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|811836	GH11	Glycoside Hydrolase Family 11
Neocon1|811840	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|811840	GH10	Glycoside Hydrolase Family 10
Neocon1|811842	GH10	Glycoside Hydrolase Family 10
Neocon1|811884	GH31	Glycoside Hydrolase Family 31
Neocon1|812030	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|812030	DOC2	
Neocon1|812030	DOC2	
Neocon1|812030	GH5_7	Glycoside Hydrolase Family 5 / Subf 7
Neocon1|812081	GH25	Glycoside Hydrolase Family 25
Neocon1|812094	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|812094	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|812094	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|812094	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|812094	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|812163	DOC2	
Neocon1|812163	GH10	Glycoside Hydrolase Family 10
Neocon1|812165	DOC2	
Neocon1|812165	GH10	Glycoside Hydrolase Family 10
Neocon1|812191	GH5_7	Glycoside Hydrolase Family 5 / Subf 7
Neocon1|812192	GH5_7	Glycoside Hydrolase Family 5 / Subf 7
Neocon1|812291	CE18	Carbohydrate Esterase Family 18
Neocon1|812302	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|812302	DOC2	
Neocon1|812302	DOC2	
Neocon1|812302	GH45	Glycoside Hydrolase Family 45
Neocon1|812515	GT20	GlycosylTransferase Family 20
Neocon1|812635	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|812635	DOC2	
Neocon1|812635	DOC2	
Neocon1|812635	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|812658	GH114	Glycoside Hydrolase Family 114
Neocon1|813000	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|813000	GH11	Glycoside Hydrolase Family 11
Neocon1|813071	GH10	Glycoside Hydrolase Family 10
Neocon1|813090	DOC2	
Neocon1|813090	GH10	Glycoside Hydrolase Family 10
Neocon1|813119	GT2	GlycosylTransferase Family 2
Neocon1|813192	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|813341	GH10	Glycoside Hydrolase Family 10
Neocon1|813361	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|813361	GH11	Glycoside Hydrolase Family 11
Neocon1|813369	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|813369	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|813427	GT39	GlycosylTransferase Family 39
Neocon1|813785	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|814041	CBM32	Carbohydrate-Binding Module Family 32
Neocon1|814616	GT2	GlycosylTransferase Family 2
Neocon1|815127	DOC2	
Neocon1|815127	DOC2	
Neocon1|815127	DOC2	
Neocon1|815127	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|815155	GT34	GlycosylTransferase Family 34
Neocon1|815471	GH10	Glycoside Hydrolase Family 10
Neocon1|815473	GH10	Glycoside Hydrolase Family 10
Neocon1|815490	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|815490	DOC2	
Neocon1|815490	DOC2	
Neocon1|815490	GH45	Glycoside Hydrolase Family 45
Neocon1|815492	GH13_14	Glycoside Hydrolase Family 13 / Subf 14
Neocon1|815813	CBM50	Carbohydrate-Binding Module Family 50
Neocon1|815813	CBM50	Carbohydrate-Binding Module Family 50
Neocon1|815813	CE4	Carbohydrate Esterase Family 4
Neocon1|816832	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|816832	PL4_dist	Polysaccharide Lyase Family 4
Neocon1|816832	CE12	Carbohydrate Esterase Family 12
Neocon1|817339	GH3	Glycoside Hydrolase Family 3
Neocon1|817587	GH3	Glycoside Hydrolase Family 3
Neocon1|817647	GH3	Glycoside Hydrolase Family 3
Neocon1|817649	GH3	Glycoside Hydrolase Family 3
Neocon1|817650	GH3	Glycoside Hydrolase Family 3
Neocon1|817778	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|817778	PL1	Polysaccharide Lyase Family 1
Neocon1|817812	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|817812	GH114	Glycoside Hydrolase Family 114
Neocon1|817872	EXPN	Distantly related to plant expansins
Neocon1|817872	CBM63	Carbohydrate-Binding Module Family 63
Neocon1|818058	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|818060	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|818130	GH48	Glycoside Hydrolase Family 48
Neocon1|818184	GT20	GlycosylTransferase Family 20
Neocon1|818198	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|818409	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|818409	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|818409	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|818409	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|818411	DOC2	
Neocon1|818411	DOC2	
Neocon1|818411	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|818447	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|818447	PL1	Polysaccharide Lyase Family 1
Neocon1|818448	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|818448	PL1	Polysaccharide Lyase Family 1
Neocon1|818605	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|818792	CE4	Carbohydrate Esterase Family 4
Neocon1|818817	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|818817	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|819193	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|819193	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|819285	GH18	Glycoside Hydrolase Family 18
Neocon1|819285	DOC2	
Neocon1|819285	DOC2	
Neocon1|819496	GH8	Glycoside Hydrolase Family 8
Neocon1|819609	DOC2	
Neocon1|819609	DOC2	
Neocon1|819609	GH9	Glycoside Hydrolase Family 9
Neocon1|819609	DOC2	
Neocon1|819839	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|819848	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|820091	GH11	Glycoside Hydrolase Family 11
Neocon1|820093	GH11	Glycoside Hydrolase Family 11
Neocon1|820094	GH11	Glycoside Hydrolase Family 11
Neocon1|820222	GT2	GlycosylTransferase Family 2
Neocon1|820232	GH13_28	Glycoside Hydrolase Family 13 / Subf 28
Neocon1|820269	CBM50	Carbohydrate-Binding Module Family 50
Neocon1|820269	CBM50	Carbohydrate-Binding Module Family 50
Neocon1|820269	CE4	Carbohydrate Esterase Family 4
Neocon1|820299	GT2	GlycosylTransferase Family 2
Neocon1|820454	GT1	GlycosylTransferase Family 1
Neocon1|820508	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|820508	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|820508	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|820508	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|820550	GH48	Glycoside Hydrolase Family 48
Neocon1|820551	GH48	Glycoside Hydrolase Family 48
Neocon1|820581	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|820712	PL3_2	Polysaccharide Lyase Family 3 / Subf 2
Neocon1|820847	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|821051	CBM6	Carbohydrate-Binding Module Family 6
Neocon1|821051	GH43	Glycoside Hydrolase Family 43
Neocon1|821240	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|821240	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|821248	GT101	GlycosylTransferase Family 101
Neocon1|821250	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|821546	EXPN	Distantly related to plant expansins
Neocon1|821868	GH11	Glycoside Hydrolase Family 11
Neocon1|821869	GH11	Glycoside Hydrolase Family 11
Neocon1|821929	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|821929	GH11	Glycoside Hydrolase Family 11
Neocon1|822400	GH5_7	Glycoside Hydrolase Family 5 / Subf 7
Neocon1|822462	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|822462	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|822462	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|822462	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|822616	CE4	Carbohydrate Esterase Family 4
Neocon1|822943	GH11	Glycoside Hydrolase Family 11
Neocon1|822943	GH10	Glycoside Hydrolase Family 10
Neocon1|823042	GH3	Glycoside Hydrolase Family 3
Neocon1|823043	GH3	Glycoside Hydrolase Family 3
Neocon1|823060	GH11	Glycoside Hydrolase Family 11
Neocon1|823060	GH11	Glycoside Hydrolase Family 11
Neocon1|823182	GH114	Glycoside Hydrolase Family 114
Neocon1|823271	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|823271	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|823304	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|823439	GT2	GlycosylTransferase Family 2
Neocon1|823441	GT2	GlycosylTransferase Family 2
Neocon1|823457	CBM32	Carbohydrate-Binding Module Family 32
Neocon1|823576	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|823576	GH11	Glycoside Hydrolase Family 11
Neocon1|823577	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|823577	GH11	Glycoside Hydrolase Family 11
Neocon1|823580	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|823580	GH11	Glycoside Hydrolase Family 11
Neocon1|823583	GH11	Glycoside Hydrolase Family 11
Neocon1|823584	GH11	Glycoside Hydrolase Family 11
Neocon1|823655	DOC2	
Neocon1|823655	DOC2	
Neocon1|823696	GH124	Glycoside Hydrolase Family 124
Neocon1|823815	GH6	Glycoside Hydrolase Family 6
Neocon1|823856	DOC2	
Neocon1|823856	DOC2	
Neocon1|823856	GH115	Glycoside Hydrolase Family 115
Neocon1|823939	CBM6	Carbohydrate-Binding Module Family 6
Neocon1|823939	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|823939	GH43	Glycoside Hydrolase Family 43
Neocon1|823939	DOC2	
Neocon1|824260	CE18	Carbohydrate Esterase Family 18
Neocon1|824260	CBM87	Carbohydrate-Binding Module Family 87
Neocon1|824331	GH48	Glycoside Hydrolase Family 48
Neocon1|824598	PL1	Polysaccharide Lyase Family 1
Neocon1|824741	CBM6	Carbohydrate-Binding Module Family 6
Neocon1|824741	GH43	Glycoside Hydrolase Family 43
Neocon1|825097	GT39	GlycosylTransferase Family 39
Neocon1|825103	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|825103	CE8	Carbohydrate Esterase Family 8
Neocon1|825153	GH10	Glycoside Hydrolase Family 10
Neocon1|825153	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|825184	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|825204	GH6	Glycoside Hydrolase Family 6
Neocon1|825332	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|825332	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|825332	DOC2	
Neocon1|825332	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|825822	DOC2	
Neocon1|825822	DOC2	
Neocon1|825822	DOC2	
Neocon1|825822	DOC2	
Neocon1|825822	DOC2	
Neocon1|825822	DOC2	
Neocon1|825822	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|825864	CBM48	Carbohydrate-Binding Module Family 48
Neocon1|825993	GH11	Glycoside Hydrolase Family 11
Neocon1|825996	GH11	Glycoside Hydrolase Family 11
Neocon1|825997	GH11	Glycoside Hydrolase Family 11
Neocon1|826247	GH10	Glycoside Hydrolase Family 10
Neocon1|826247	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|826306	GH31	Glycoside Hydrolase Family 31
Neocon1|826414	DOC2	
Neocon1|826414	GH53	Glycoside Hydrolase Family 53
Neocon1|826414	DOC2	
Neocon1|826834	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|826834	GH10	Glycoside Hydrolase Family 10
Neocon1|826868	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|826868	CE8	Carbohydrate Esterase Family 8
Neocon1|827311	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|827591	GH10	Glycoside Hydrolase Family 10
Neocon1|827591	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|827971	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|827979	CBM1	Carbohydrate-Binding Module Family 1
Neocon1|827979	GH11	Glycoside Hydrolase Family 11
Neocon1|828096	CBM18	Carbohydrate-Binding Module Family 18
Neocon1|828338	DOC2	
Neocon1|828338	DOC2	
Neocon1|828338	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|828373	GH5_4	Glycoside Hydrolase Family 5 / Subf 4
Neocon1|828683	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|828683	GH2	Glycoside Hydrolase Family 2
Neocon1|828684	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|828684	GH2	Glycoside Hydrolase Family 2
Neocon1|828750	DOC2	
Neocon1|828750	DOC2	
Neocon1|828759	GT39	GlycosylTransferase Family 39
Neocon1|829619	CBM21	Carbohydrate-Binding Module Family 21
Neocon1|829668	GH10	Glycoside Hydrolase Family 10
Neocon1|829668	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|829739	GH3	Glycoside Hydrolase Family 3
Neocon1|829741	GH3	Glycoside Hydrolase Family 3
Neocon1|829742	GH3	Glycoside Hydrolase Family 3
Neocon1|829743	GH3	Glycoside Hydrolase Family 3
Neocon1|829817	CE18	Carbohydrate Esterase Family 18
Neocon1|829817	CBM87	Carbohydrate-Binding Module Family 87
Neocon1|829948	CE6	Carbohydrate Esterase Family 6
Neocon1|829948	DOC2	
Neocon1|829948	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|829948	DOC2	
Neocon1|829953	DOC2	
Neocon1|829953	DOC2	
Neocon1|830206	CBM91	Carbohydrate-Binding Module Family 91
Neocon1|830206	CBM13	Carbohydrate-Binding Module Family 13
Neocon1|830206	GH43	Glycoside Hydrolase Family 43
Neocon1|830321	GH11	Glycoside Hydrolase Family 11
Neocon1|830322	GH11	Glycoside Hydrolase Family 11
